owner_code	date	held_shares	change
squarepoint-ops-llc-965698	2017-12-31	37573	-304363
kabarec-financial-advisors-ltd-1045421	2017-12-31	37553	37553
independent-portfolio-consultants-inc-682464	2017-06-30	37545	-2929
bank-hapoalim-bm-26888	2017-12-31	37514	440
garnet-equity-capital-holdings-inc-769656	2017-12-31	37500	37500
hrs-investment-holdings-llc-987032	2017-12-31	37500	-2500
k2-principal-fund-lp-803286	2017-12-31	37500	-3364
cottage-street-advisors-llc-986321	2017-12-31	37395	-2387
smithbridge-asset-management-incde-71743	2018-03-31	37392	-3862
resources-investment-advisors-inc-1030550	2017-12-31	37388	3020
norman-fields-gottscho-capital-management-llc-698829	2018-03-31	37278	275
accredited-investors-inc-872981	2017-12-31	37271	1301
moody-national-bank-trust-division-69195	2017-12-31	37173	-145
covenant-asset-management-llc-1015412	2017-12-31	37164	306
harbor-advisors-llc-1014111	2017-12-31	37100	0
reilly-herbert-faulkner-iii-927359	2017-12-31	36914	440
smith-moore--co-378873	2017-12-31	36872	-1020
armstrong-shaw-associates-incct-62416	2017-12-31	36831	112
consolidated-investment-group-llc-887694	2017-12-31	36757	0
chatham-capital-group-inc-75535	2017-12-31	36672	-930
woodmont-investment-counsel-llc-82768	2017-12-31	36666	-586
quotient-investors-llc-797050	2017-09-30	36605	-1865
dorsey--whitney-trust-co-llc-770269	2017-12-31	36593	-552
analyst-ims-investment-management-services-ltd-958591	2017-12-31	36575	-142
sentry-investments-corp-774483	2017-12-31	36510	-47450
trust-co-of-oklahoma-63560	2017-12-31	36469	120
bellecapital-international-ltd-927462	2017-12-31	36423	12168
american-national-registered-investment-advisor-inc-854964	2017-12-31	36418	-100
delphi-management-inc-ma-68521	2017-12-31	36411	-225
ahl-partners-llp-927599	2017-12-31	36390	-6350
gm-advisory-group-inc-926322	2017-12-31	36383	3306
proficio-capital-partners-llc-983702	2017-12-31	36344	-2400
ntv-asset-management-llc-663648	2017-12-31	36241	-1060
capital-planning-advisors-llc-956815	2017-12-31	36193	1013
arete-wealth-advisors-llc-927527	2017-12-31	36188	-780
majedie-asset-management-ltd-928693	2017-12-31	36126	-6119
centaurus-financial-inc-114824	2017-12-31	36105	36105
king-wealth-management-group-llc-898944	2017-12-31	36053	343
wealth-enhancement-advisory-services-llc-957172	2017-12-31	36018	30178
bourgeon-capital-management-llc-83418	2017-12-31	35961	-1023
6-meridian-1045575	2017-12-31	35867	35867
staley-capital-advisers-inc-72789	2017-12-31	35807	-59
nicholas-hoffman--company-llc-1001452	2017-12-31	35766	433
lipe--dalton-902689	2017-12-31	35755	-1595
riggs-asset-managment-co-inc-929755	2017-12-31	35650	-177
first-national-bank-of-mount-dora-trust-investment-services-777534	2018-03-31	35631	41
lucas-capital-management-664706	2018-03-31	35538	-1369
advantage-investment-management-llc-1015981	2017-12-31	35445	-1273
alpha-omega-wealth-management-llc-986244	2017-12-31	35258	-744
willingdon-wealth-management-927556	2017-12-31	34976	7252
wills-financial-group-inc-859363	2017-12-31	34970	-871
regal-investment-advisors-llc-905869	2017-12-31	34962	-1946
capital-city-trust-cofl-71973	2017-12-31	34953	-2588
key-square-capital-management-llc-1014934	2017-12-31	34844	34844
calton--associates-inc-132413	2017-12-31	34804	34804
westover-capital-advisors-llc-821035	2017-12-31	34632	325
one-capital-management-llc-934905	2017-12-31	34608	-3706
lansdowne-partners-uk-llp-942167	2017-12-31	34535	34535
fieldpoint-private-securities-llc-1023192	2017-12-31	34502	513
oak-asset-management-llc-1045368	2017-12-31	34377	34377
sol-capital-management-co-690817	2017-12-31	34361	1034
csenge-advisory-group-1036309	2017-12-31	34285	-728
diker-management-llc-622216	2017-12-31	34256	-1017
at-bancorp-843478	2017-12-31	34233	-751
comerica-securities-inc-754300	2017-12-31	34178	2119
chicago-partners-investment-group-llc-965778	2017-12-31	34151	-294
univest-corp-of-pennsylvania-9715	2017-12-31	34132	210
eulav-asset-management-873706	2017-12-31	34000	0
ifg-advisory-llc-1043864	2017-12-31	33930	33930
taylor-hoffman-wealth-management-1045126	2017-12-31	33916	33916
patten-group-inc-958195	2017-12-31	33878	-3120
elite-wealth-management-inc-1006010	2017-12-31	33859	11539
glg-partners-lp-635575	2017-12-31	33853	23811
covington-investment-advisors-inc-899520	2017-12-31	33849	893
rikoon-group-llc-906362	2017-12-31	33827	-169
hamilton-point-investment-advisors-llc-927087	2017-12-31	33821	800
plante-moran-financial-advisors-llc-777902	2017-12-31	33725	814
yellowstone-partners-llc-1001665	2017-12-31	33619	-1738
allegis-investment-advisors-llc-986665	2017-12-31	33615	-5299
two-sigma-advisers-lp-848156	2017-12-31	33505	-856349
highland-capital-management-lp-112099	2017-12-31	33500	-45000
steinberg-global-asset-management-633191	2017-12-31	33421	-1666
lederer--associates-investment-counselca-71925	2018-03-31	33378	-163
carlson-capital-l-p-54658	2017-12-31	33353	-35310
trustmark-national-bank-trust-department-64956	2017-12-31	33257	191
polaris-greystone-financial-group-llc-911971	2018-03-31	33164	396
mu-investments-co-ltd-814511	2017-12-31	33130	-7800
kistler-tiffany-companies-llc-874176	2018-03-31	33107	426
wealth-architects-llc-957377	2017-12-31	32988	8636
barrington-strategic-wealth-management-group-llc-821431	2017-09-30	32907	-331
atlas-browninc-734754	2017-12-31	32895	469
davis-rea-ltd-820540	2018-03-31	32880	-3871
gentrust-llc-1015257	2017-12-31	32878	-221
notis-mcconarty-edward-935786	2017-12-31	32859	2500
hedeker-wealth-llc-957897	2017-12-31	32851	822
community-financial-services-group-llc-873379	2017-12-31	32798	-305
cypress-capital-management-llc-wy-958060	2017-12-31	32696	-390
genovese-burford--brothers-wealth--retirement-plan-managem-987218	2017-12-31	32623	7800
meru-capital-group-lp-848053	2017-09-30	32500	22500
ausdal-financial-partners-inc-987252	2017-12-31	32470	605
cognios-capital-llc-927392	2017-12-31	32426	-820
moloney-securities-asset-management-llc-1015613	2017-12-31	32335	-3833
pekin-singer-strauss-asset-management-il-62649	2017-12-31	32147	-1671
liberty-capital-management-inc-716222	2017-12-31	32146	-40
force-capital-management-llc-664264	2017-12-31	32145	5700
selz-capital-llc-632637	2017-12-31	32000	32000
allied-investment-advisors-llc-1044243	2017-12-31	31977	31977
foresters-asset-management-inc-1001521	2017-12-31	31760	-6400
graybill-bartz--assoc-ltd-617130	2017-12-31	31759	-4260
woodtrust-financial-corp-1043301	2017-12-31	31748	31748
northstar-group-inc-956104	2017-12-31	31734	4017
baker-boyer-national-bank-61583	2017-12-31	31591	453
perennial-advisors-llc-1015279	2017-12-31	31554	303
bks-advisors-llc-965407	2017-12-31	31519	-254
bfsg-llc-1023341	2017-12-31	31441	556
holt-capital-advisors-llc-dba-holt-capital-partners-lp-927528	2017-12-31	31437	-120
guardian-investment-management-733941	2017-12-31	31417	190
lyell-wealth-management-lp-1015456	2017-12-31	31361	874
merriman-wealth-management-llc-904360	2018-03-31	31345	468
quadrant-capital-group-llc-972963	2017-12-31	31340	161
david-r-rahn--associates-inc-847462	2017-12-31	31331	-6969
cmh-wealth-management-llc-1016333	2018-03-31	31192	-40
founders-capital-management-1022678	2018-03-31	31190	0
reliant-investment-management-llc-927291	2017-12-31	31173	278
rafferty-asset-management-llc-734811	2017-12-31	31088	18549
rpg-family-wealth-advisory-llc-986662	2017-12-31	31007	-383
cornerstone-advisory-llp-988549	2017-12-31	30997	-5735
jfs-wealth-advisors-llc-898920	2017-12-31	30987	-2746
alps-advisors-inc-721375	2017-12-31	30943	3969
amica-retiree-medical-trust-927119	2017-12-31	30922	0
first-personal-financial-services-957683	2017-12-31	30879	339
gsa-capital-partners-llp-708598	2017-12-31	30772	-11292
vident-investment-advisory-llc-958073	2017-12-31	30725	-5907
mount-vernon-associates-inc-md-62559	2017-12-31	30665	-120
holderness-investments-co-378574	2017-12-31	30658	191
white-lighthouse-investment-management-inc-1042082	2017-12-31	30652	30652
quadrant-capital-management-llc-940889	2017-12-31	30616	-1806
unio-capital-llc-1045458	2017-12-31	30602	30602
brick--kyle-associates-956468	2017-12-31	30577	280
hanseatic-management-services-inc-80822	2017-12-31	30557	1337
b--t-capital-management-dba-alpha-capital-management-821717	2017-12-31	30525	-1596
iconiq-capital-llc-899921	2017-12-31	30480	24665
tiemann-investment-advisors-llc-926102	2017-12-31	30408	-88
legacy-private-trust-co-699617	2017-12-31	30382	-301
independence-bank-of-kentucky-1044951	2017-12-31	30378	30378
silverleafe-capital-partners-llc-1045245	2017-12-31	30251	30251
silicon-valley-capital-partners-994680	2017-12-31	30208	1826
macnealy-hoover-investment-management-inc-72638	2017-12-31	30126	-2226
garde-capital-inc-942071	2017-12-31	30115	-774
capital-international-ltd-ca-63053	2017-12-31	30031	-98668
trustcore-financial-services-llc-1045110	2017-12-31	30004	30004
harbour-capital-advisors-llc-1002267	2017-12-31	29980	388
mandatum-life-insurance-co-ltd-986474	2017-12-31	29955	-200
whitnell--co-899375	2017-12-31	29896	108
claraphi-advisory-network-llc-1044454	2017-12-31	29832	29832
hirtle-callaghan--co-llc-706579	2017-12-31	29787	-783
aimz-investment-advisors-llc-957902	2017-12-31	29717	-224
marietta-wealth-management-llc-1015458	2017-12-31	29691	-3276
field--main-bank-927363	2017-12-31	29645	-19204
summit-x-llc-1030525	2017-12-31	29633	1035
wealthsource-partners-llc-994639	2017-12-31	29613	125
peak-capital-management-llc-1027927	2017-12-31	29586	-1017
jolley-asset-management-llc-899099	2017-12-31	29556	-44
benson-investment-management-company-inc-1013956	2018-03-31	29440	4265
somerset-trust-co-925145	2017-12-31	29389	-2434
grandfield--dodd-llc-654641	2017-12-31	29202	-2753
vanguard-capital-wealth-advisors-1045887	2017-12-31	29179	29179
lester-murray-antman-dba-simplyrich-1044086	2017-12-31	29120	29120
capital-counsel-llcny-76419	2017-12-31	29106	0
fiduciary-financial-services-of-the-southwest-inc-tx-62315	2017-12-31	29093	-96
tokio-marine-asset-management-co-ltd-841327	2017-12-31	29085	-35238
trust-investment-advisors-926843	2017-12-31	29026	-1434
glassman-wealth-services-965701	2017-12-31	29010	1690
gs-investments-inc-1031558	2017-12-31	28905	56
indiana-trust--investment-management-co-708733	2018-03-31	28888	1582
parthenon-llc-71913	2017-12-31	28696	-120
bridge-creek-capital-management-llc-992412	2018-03-31	28656	-1064
evermay-wealth-management-llc-66653	2017-12-31	28649	5845
raab--moskowitz-asset-management-llc-942299	2017-12-31	28566	-1252
jrm-investment-counsel-llc-956935	2017-12-31	28523	472
neumann-capital-management-llc-956484	2017-12-31	28509	-7620
peachtree-investment-advisors-inc-926834	2018-03-31	28454	-2830
lakeview-capital-partners-llc-957586	2017-12-31	28414	-28
american-investment-services-inc-734581	2017-12-31	28385	-20
eos-management-lp-881486	2017-12-31	28385	0
stockman-wealth-management-inc-734733	2017-12-31	28367	-845
morse-asset-management-inc-1022141	2017-12-31	28343	7945
sicart-associates-llc-1014819	2017-12-31	28320	4500
mutual-of-omaha-bank-wealth-management-820942	2017-12-31	28268	-100
hennessy-funds-inc-26669	2017-12-31	28249	12899
financial-consulate-inc-955344	2017-12-31	28088	234
parkside-financial-bank--trust-797232	2017-12-31	28085	-5065
page-arthur-b-928457	2017-12-31	28035	-1100
prime-capital-investment-advisors-llc-1045709	2017-12-31	28025	28025
bredin-investment-llc-1043260	2017-12-31	28000	28000
watch-point-trust-co-983902	2017-12-31	27978	60
aries-wealth-management-1044483	2017-12-31	27900	27900
baugh--associates-llc-1044952	2017-12-31	27894	27894
annex-advisory-services-llc-887645	2017-12-31	27793	-950
alpine-global-management-llc-927433	2017-12-31	27753	-9898
amarillo-national-bank-61254	2017-12-31	27675	0
truepoint-inc-771516	2017-12-31	27668	-1120
greystone-investment-management-llc-97082	2017-12-31	27661	-15
diligent-investors-llc-957894	2017-12-31	27635	-568
benin-management-corp-846993	2017-12-31	27607	-737
bbr-partners-llc-847072	2017-12-31	27531	17282
brown-capital-management-llc-71549	2017-12-31	27489	-1163
boston-research--management-inc-598346	2017-12-31	27380	-1935
cornercap-investment-counsel-inc-63208	2017-12-31	27314	9446
mckinley-carter-wealth-services-inc-822069	2017-12-31	27301	-406
mirador-capital-partners-lp-957892	2017-12-31	27265	-264
pacific-sun-financial-corp-238242	2017-12-31	27265	27265
brave-asset-management-inc-62298	2017-12-31	27222	-1261
welch-capital-partners-llcny-64362	2017-12-31	27193	-124
capital-advantage-inc-965709	2017-12-31	27192	-1268
sage-capital-advisorsllc-1030034	2017-12-31	27163	6
citizens--northern-corp-3106	2017-12-31	27105	-117
virtu-financial-llc-867840	2017-12-31	27082	-24097
independence-trust-co-664000	2017-12-31	27028	78
hollencrest-capital-management-92454	2017-12-31	27021	-160
doyle-wealth-management-1020848	2017-12-31	26916	428
empirical-financial-services-llc-846628	2017-12-31	26864	614
palouse-capital-management-inc-62401	2017-12-31	26831	-632
cantab-capital-partners-llp-957508	2017-09-30	26816	594
family-capital-trust-co-92030	2017-12-31	26747	-291
daiwa-sb-investments-ltd-780415	2018-03-31	26720	-5540
white-pine-investment-co-667603	2017-12-31	26637	-230
united-super-pty-ltd-in-its-capacity-as-trustee-for-the-cons-1045350	2017-12-31	26600	26600
bollard-group-llc-889685	2017-12-31	26418	18
camelot-portfolios-llc-900129	2017-12-31	26412	-1944
towerpoint-wealth-llc-1045848	2017-12-31	26400	26400
perkins-coie-trust-co-926781	2017-12-31	26358	-453
aldebaran-financial-inc-927356	2017-12-31	26320	607
gilder-gagnon-howe--co-llc-54103	2017-12-31	26318	-316
investment-counselors-of-maryland-llc-38098	2017-12-31	26308	-1239
dumont--blake-investment-advisors-llc-634689	2017-12-31	26205	-114
pettyjohn-wood--white-inc-80897	2017-12-31	26185	-1108
wayne-hummer-investments-llc-113660	2017-12-31	26096	156
truewealth-llc-1045526	2017-12-31	26089	26089
arlington-financial-advisors-llc-1044274	2017-12-31	26020	26020
sterling-investment-management-inc-846283	2017-12-31	25995	1402
nicolet-bankshares-inc-112063	2017-12-31	25975	-102
argus-investors-counsel-inc-61776	2017-12-31	25941	-830
chase-investment-counsel-corp-62685	2017-12-31	25930	23544
meridian-management-co-63244	2017-12-31	25893	-1430
charter-research--investment-group-inc-987176	2017-12-31	25875	-6792
bell--brown-wealth-advisors-llc-1045393	2017-12-31	25836	25836
corda-investment-management-llc-882093	2017-12-31	25822	-3772
canal-capital-management-llc-987602	2017-12-31	25792	3147
aevitas-wealth-management-inc-1045402	2017-12-31	25728	25728
financial-advisory-service-inc-925463	2017-12-31	25694	172
focused-wealth-management-inc-919426	2017-12-31	25687	-4072
bienville-capital-management-llc-958294	2017-12-31	25646	13
nikulski-financial-inc-1045043	2017-12-31	25644	25644
bouchey-financial-group-ltd-927063	2018-03-31	25624	2949
seven-eight-capital-lp-927742	2017-12-31	25600	25600
boyer--corporon-wealth-management-llc-874867	2017-12-31	25435	48
db-root--company-llc-1046467	2017-12-31	25347	25347
parkside-investments-llc-1022749	2017-12-31	25309	2275
dividend-assets-capital-llc-714652	2017-12-31	25254	360
jt-stratford-llc-1015144	2017-12-31	25253	-1293
arjuna-capital-1020209	2017-12-31	25214	25214
formulafolio-investments-llc-968143	2017-12-31	25174	8712
roberts-glore--co-inc-il-62648	2017-12-31	25163	-290
berkshire-asset-management-llcpa-64105	2017-12-31	25060	7086
knott-david-m-48188	2017-12-31	25050	0
scp-investment-lp-1045495	2017-12-31	25000	25000
pegasus-asset-management-inc-1045199	2017-12-31	24986	24986
blue-chip-partners-inc-957451	2017-12-31	24981	54
clarius-group-llc-986994	2017-12-31	24854	-264
beck-capital-management-llc-929301	2017-12-31	24791	10154
kingfisher-capital-llc-821467	2017-12-31	24787	-561
ubs-oconnor-llc-84020	2017-12-31	24713	4713
mcrae-capital-management-inc-61681	2017-12-31	24710	-500
menlo-advisors-llc-622055	2018-03-31	24698	2
carmichael-hill--associates-inc-1044692	2017-12-31	24608	24608
new-england-private-wealth-advisors-llc-913161	2017-12-31	24552	2215
arbor-wealth-management-llc-987506	2017-12-31	24549	-164
180-wealth-advisors-llc-1045467	2017-12-31	24539	24539
rgt-capital-management-ltd-1009413	2017-12-31	24538	-1025
natixis-asset-management-98099	2017-12-31	24530	-49706
orleans-capital-management-corpla-62444	2017-12-31	24492	-200
american-financial-network-advisory-services-llc-1034663	2017-12-31	24458	-1911
ifrah-financial-services-inc-732333	2017-12-31	24451	-2108
capital-international-inc-ca-53388	2017-12-31	24367	-65
bw-gestao-de-investimentos-ltda-927546	2017-12-31	24335	-13384
capital-analysts-llc-949202	2017-12-31	24280	-2589
tradition-capital-management-llc-101945	2017-12-31	24223	-965
andra-ap-fonden-873982	2018-03-31	24200	-111000
hc-financial-advisors-inc-1045141	2017-12-31	24197	24197
waldron-lp-926311	2017-12-31	24195	4269
midas-management-corp-83790	2017-12-31	24100	0
murphy-pohlad-asset-management-llc-899416	2017-12-31	23968	-420
stearns-financial-services-group-899902	2017-12-31	23964	-1347
needham-investment-management-llc-98120	2017-12-31	23950	-5550
mpi-investment-management-inc-1044620	2017-12-31	23934	23934
fund-evaluation-group-llc-705170	2017-12-31	23885	23885
asset-management-group-inc-874347	2017-12-31	23823	233
investment-counsel-inc-990171	2017-12-31	23781	-1333
hays-advisory-llc-620629	2017-12-31	23772	-8670
texan-capital-management-798072	2017-12-31	23692	-1070
eagle-capital-management-llc-928720	2018-03-31	23568	-1158
cypress-wealth-services-llc-1044481	2017-12-31	23547	23547
clearwater-capital-partners-llc-1009288	2017-12-31	23532	-124
partnervest-advisory-services-llc-872677	2017-12-31	23483	-1569
guardian-capital-advisors-lp-848066	2017-12-31	23457	173
st-johns-investment-management-company-llc-932897	2017-12-31	23397	-2457
boltwood-capital-management-898578	2018-03-31	23315	-1379
baldwin-investment-management-llc-698571	2017-12-31	23282	-320
gradient-capital-advisors-llc-1045242	2017-12-31	23249	23249
orca-investment-management-llc-846710	2017-12-31	23239	-317
good-life-advisors-llc-1015331	2017-12-31	23233	1577
spirit-of-america-management-corpny-254188	2017-12-31	23200	0
jarislowsky-fraser-ltd-79456	2017-12-31	23191	676
carlton-hofferkamp--jenks-wealth-management-llc-847359	2017-12-31	23075	-1245
lejeune-puetz-investment-counsel-llc-1015767	2017-12-31	23068	-188
new-jersey-better-educational-savings-trust-820420	2017-12-31	23000	-1000
lgt-capital-partners-ltd-965591	2017-12-31	22990	670
argi-investment-services-llc-855511	2017-12-31	22985	135
altfest-l-j--co-inc-194150	2017-12-31	22974	-503
cambridge-advisors-inc-957895	2017-12-31	22924	177
tanaka-capital-management-inc-62594	2017-12-31	22840	-85
comprehensive-portfolio-management-llc-1015994	2017-12-31	22836	8597
eg-advisors-lp-926345	2017-12-31	22820	-636
excalibur-management-corp-62671	2017-12-31	22804	-2479
woodard--co-asset-management-group-inc-adv-194223	2017-12-31	22804	22804
wall-street-access-asset-management-llc-846994	2017-12-31	22697	7772
mosaic-family-wealth-llc-994393	2017-12-31	22613	-3115
redmond-asset-management-llc-898986	2017-12-31	22537	-566
lombard-odier-asset-management-switzerland-sa-942282	2017-12-31	22518	0
pagnatokarp-partners-llc-1016006	2017-12-31	22495	119
northstar-investment-advisors-llc-72450	2017-12-31	22456	-240
midwest-investment-management-llc-621097	2017-09-30	22349	-755
nvwm-llc-1048369	2017-12-31	22313	22313
capital-impact-advisors-llc-929664	2018-03-31	22299	2923
fcg-advisors-llc-375455	2017-12-31	22115	-41
sunbelt-securities-inc-957779	2017-12-31	22115	-2989
simmons-bank-994556	2017-12-31	22112	-455
wbi-investments-inc-747143	2017-12-31	22069	-242
crestpoint-capital-management-llc-924614	2017-12-31	22000	-7400
bank-of-stockton-821304	2017-12-31	21909	1521
nelson-roberts-investment-advisors-llc-847703	2017-12-31	21900	-715
dynamic-advisors-solutions-llc-927064	2017-12-31	21854	-1049
meristem-llp-847716	2017-12-31	21834	-83
newman-dignan--sheerar-inc-900037	2017-12-31	21830	-681
bray-capital-advisors-956036	2017-12-31	21761	-601
legg-mason-asset-management-japan-co-ltd-664335	2017-12-31	21700	-2900
new-capital-management-lp-1015126	2017-12-31	21618	4234
boyd-watterson-asset-management-llcoh-80653	2017-12-31	21609	741
town--country-bank--trust-co-dba-first-bankers-trust-co-675151	2017-12-31	21584	-362
roof-eidam--maycockadv-199420	2017-12-31	21536	3672
guyasuta-investment-advisors-inc-62795	2017-12-31	21528	4096
grove-bank--trust-985174	2017-12-31	21499	-50
sawtooth-solutions-llc-822921	2017-12-31	21491	14884
oarsman-capital-inc-900028	2017-12-31	21439	-400
lee-financial-co-769444	2017-12-31	21363	862
440-investment-group-llc-814030	2017-12-31	21345	4686
welch-group-llc-785715	2017-12-31	21342	782
martin-capital-partners-llc-1045409	2017-12-31	21283	21283
toth-financial-advisory-corp-85198	2017-12-31	21271	56
fintrust-investment-advisory-services-llc-817019	2017-12-31	21255	481
jag-capital-management-llc-63149	2017-12-31	21255	-1308
efg-asset-management-americas-corp-926993	2017-12-31	21167	-844
iron-financial-llc-923963	2017-12-31	21161	837
adirondack-trust-co-5618	2017-12-31	21152	273
hodges-capital-management-inc-688839	2017-12-31	21138	267
fukoku-mutual-life-insurance-co-37883	2017-12-31	21080	-700
robecosam-ag-762448	2017-12-31	21000	-20243
archford-capital-strategies-llc-934943	2017-12-31	20887	81
lasalle-street-capital-management-llc-999426	2017-12-31	20873	-84
nicholas-investment-partners-lp-735252	2017-12-31	20824	-5287
abbot-financial-management-inc-1030400	2017-12-31	20700	7
cadence-bank-na-63150	2017-12-31	20695	-520
wagner-bowman-management-corp-591714	2017-12-31	20693	4
snow-capital-management-lp-617057	2017-12-31	20677	6200
rkl-wealth-management-llc-933569	2017-12-31	20646	-2209
peddock-capital-advisors-llc-925777	2017-12-31	20639	-64
first-premier-bank-983944	2018-03-31	20583	244
hudson-capital-management-llc-1043315	2017-12-31	20545	20545
heritage-wealth-advisors-926680	2017-12-31	20537	931
northwest-investment-counselors-llc-772040	2017-12-31	20535	-66
harbor-advisory-corp-ma-72099	2017-12-31	20476	-19809
wealthcare-advisory-partners-llc-1002227	2017-12-31	20444	11606
edge-advisors-llc-1036092	2017-12-31	20438	-234
blue-edge-capital-llc-927037	2017-12-31	20382	1843
pure-financial-advisors-inc-901813	2018-03-31	20379	-42
athena-capital-advisors-llc-767989	2017-12-31	20320	-4257
cim-investment-mangement-inc-376698	2017-12-31	20300	-10180
leisure-capital-management-955845	2017-12-31	20261	-816
providence-capital-advisors-llc-1045246	2017-12-31	20141	20141
joyn-advisors-inc-832254	2017-12-31	20088	20088
wealth-advisors-of-tampa-bay-llc-1044758	2017-12-31	20001	20001
family-legacy-inc-1022569	2017-12-31	19947	9447
new-england-investment--retirement-group-inc-874371	2017-12-31	19939	-1169
ascension-asset-management-llc-1043376	2017-12-31	19913	19913
armstrong-henry-h-associates-inc-62662	2017-12-31	19902	9
providence-first-trust-co-1030124	2017-12-31	19894	6
white-pine-capital-llc-85142	2017-12-31	19881	-975
montgomery-investment-management-inc-621220	2017-12-31	19820	0
hall-laurie-j-trustee-733289	2017-12-31	19746	137
bangor-savings-bank-699345	2017-12-31	19736	0
anderson-hoagland--co-62327	2017-12-31	19650	0
corbenic-partners-llc-899377	2017-12-31	19642	-91
baystate-wealth-management-llc-898431	2017-12-31	19629	458
zevenbergen-capital-investments-llc-618138	2017-12-31	19627	-160
jacobi-capital-management-llc-1008307	2017-12-31	19573	-3260
cahill-financial-advisors-inc-927748	2017-12-31	19547	-182
cfo4life-group-llc-1022861	2017-12-31	19519	-193
crescent-grove-advisors-llc-1029520	2017-12-31	19472	-1099
spectrum-management-group-inc-927324	2017-12-31	19348	534
css-llcil-71143	2017-12-31	19300	1700
valmark-advisers-inc-735379	2017-12-31	19272	10552
baring-asset-management-ltd-948949	2017-09-30	19258	-930
rfg-advisory-group-llc-958055	2017-12-31	19258	4437
monarch-capital-management-inc-adv-48133	2017-12-31	19127	-1259
we-are-one-seven-llc-1046128	2017-12-31	19055	19055
sls-management-llc-66550	2017-12-31	19050	0
northstar-wealth-partners-llc-1022646	2017-12-31	19033	-22
noesis-capital-mangement-corp-605295	2017-12-31	19026	1782
sadoff-investment-management-llc-61636	2017-12-31	19023	-446
wealthtrust-axiom-llc-770013	2017-12-31	18995	-25
morningstar-investment-services-llc-820634	2017-12-31	18986	-698
krueger--catalano-capital-partners-llc-811653	2017-12-31	18978	18978
norway-savings-bank-1013601	2018-03-31	18962	-835
intrepid-capital-management-inc-590421	2017-12-31	18943	-821
fort-pitt-capital-group-llc-985579	2017-12-31	18936	58
rockland-trust-co-71299	2018-03-31	18808	-2124
nations-financial-group-inc-ia-adv-173859	2017-12-31	18793	166
wimmer-associates-1-llc-987133	2017-12-31	18779	-903
aft-forsyth--company-inc-847804	2017-12-31	18737	642
certified-advisory-corp-1046490	2017-12-31	18664	18664
burke--herbert-bank--trust-co-72431	2018-03-31	18663	-369
bluemountain-capital-management-llc-847842	2017-12-31	18641	-23555
dempze-nancy-e-986966	2017-12-31	18607	1248
aurora-financial-advisors-llc-1048523	2017-12-31	18592	18592
congress-park-capital-llc-1045369	2017-12-31	18571	18571
dedora-capital-inc-1045093	2017-12-31	18556	18556
drexel-morgan--co-847222	2017-12-31	18439	195
eidelman-virant-capital-847960	2017-12-31	18415	2100
kepos-capital-lp-899677	2017-12-31	18323	6187
tradewinds-capital-management-llc-942331	2017-12-31	18313	-70
stokes-capital-advisors-llc-1050132	2018-03-31	18295	1673
titus-wealth-management-1046914	2017-12-31	18260	18260
meridian-investment-counsel-inc-770986	2017-12-31	18217	-100
plancorp-llc-926914	2017-12-31	18183	3890
northeast-financial-consultants-inc-927277	2017-12-31	18168	3637
strategic-capital-advisers-inc-1045574	2017-12-31	18132	18132
quantres-asset-management-ltd-933634	2017-12-31	18100	9700
sanders-morris-harris-llc-65303	2017-12-31	18090	5150
bedel-financial-consulting-inc-1044597	2017-12-31	18084	18084
lee-capital-management-lp-1015421	2017-12-31	18000	-2500
altman-advisors-inc-1045960	2017-12-31	17904	17904
game-creek-capital-lp-1045770	2017-12-31	17900	17900
highvista-strategies-llc-847877	2017-12-31	17900	-7600
parker-investment-management-llc-993997	2017-12-31	17899	-4815
cutler-capital-management-llc-701112	2017-12-31	17866	0
balentine-llc-965638	2017-12-31	17862	1177
cadence-capital-management-llc-112641	2017-12-31	17833	125
harbour-investment-management-llc-615188	2017-12-31	17831	-725
clarus-wealth-advisors-1044497	2017-12-31	17793	17793
meridian-wealth-management-llc-1015381	2017-12-31	17721	783
gryphon-financial-partners-llc-1045066	2017-12-31	17647	17647
herald-investment-management-ltd-847783	2017-12-31	17635	0
paradigm-asset-management-co-llc-65589	2017-12-31	17610	-11300
ballast-inc-1045224	2017-12-31	17587	17587
brookstone-capital-management-926800	2017-12-31	17550	-1500
lenox-wealth-management-inc-805071	2017-12-31	17532	514
x-square-capital-llc-1045297	2017-12-31	17531	17531
symmetry-peak-management-llc-734417	2017-12-31	17500	7500
mairs--power-inc-62672	2017-12-31	17492	-165
first-houston-capital-inc-874444	2017-06-30	17461	-6110
pinnacle-holdings-llc-769955	2017-12-31	17458	46
peoples-financial-services-corp-49458	2017-12-31	17431	10
bbt-investment-services-inc-102908	2017-12-31	17391	-1464
sonata-capital-group-inc-110028	2017-12-31	17329	-445
pinnacle-advisory-group-inc-840655	2017-12-31	17321	1614
moneta-group-investment-advisors-llc-78608	2017-12-31	17242	-816
allen-investment-management-llc-673783	2017-12-31	17210	-1436
caldwell--orkin-inc-62647	2017-09-30	17195	12395
biltmore-family-office-llc-1045804	2017-12-31	17169	17169
sumitomo-mitsui-financial-group-inc-110924	2017-12-31	17150	1264
longer-investments-inc-874442	2017-12-31	17143	-400
ativo-capital-management-llc-797110	2017-12-31	17073	-598
fayerweather-charles-847630	2017-12-31	16888	-2181
cardan-capital-partners-llc-994154	2017-12-31	16880	414
